sample_id,image_path,generated_text,is_complaint,problem_type,defect_type,severity,mask_path,split,generator_version,seed
good_136_fd6a757c,data/raw/mvtec/bottle/bottle/train/good/136.png,Bottle is intact and quality is good 👌❤️,False,Other,good,Low,,train,v1.0.0,3149475850
good_137_bd03d13f,data/raw/mvtec/bottle/bottle/train/good/137.png,المنتج وصل بحالة مممممتازة، شكراً ❤️,False,Other,good,Low,,train,v1.0.0,3495724216
good_138_ef4578e6,data/raw/mvtec/bottle/bottle/train/good/138.png,الزجاجة سليمة وجودتها جييده,False,Other,good,Low,,train,v1.0.0,1621682320
good_139_64e271bc,data/raw/mvtec/bottle/bottle/train/good/139.png,المنتج مطابق للوصف وبحالة ممتازه,False,Other,good,Low,,train,v1.0.0,1858921869
good_140_5667efd7,data/raw/mvtec/bottle/bottle/train/good/140.png,Bottle is intact and quality is good,False,Other,good,Low,,train,v1.0.0,1111074660
good_141_70c77522,data/raw/mvtec/bottle/bottle/train/good/141.png,"PPProduct arrived in excellent condition, thank you 💯😊",False,Other,good,Low,,train,v1.0.0,1356068260
good_142_5d97b721,data/raw/mvtec/bottle/bottle/train/good/142.png,المنتج مطابق للوصف وبحالة ممتازة ✨,False,Other,good,Low,,train,v1.0.0,1769232402
good_143_bf641bf8,data/raw/mvtec/bottle/bottle/train/good/143.png,Product matches description and is in perfect conditiiion,False,Other,good,Low,,train,v1.0.0,2272352218
good_144_666d78f9,data/raw/mvtec/bottle/bottle/train/good/144.png,الزجاجة سليمةةة وجودتها جيدة 👌,False,Other,good,Low,,train,v1.0.0,2760491163
good_145_ca3ce05e,data/raw/mvtec/bottle/bottle/train/good/145.png,الزجاجة سليمة وجودتها جيدة,False,Other,good,Low,,train,v1.0.0,3812575871
good_146_21166538,data/raw/mvtec/bottle/bottle/train/good/146.png,"Eveeeerything is fine, no issues 💯",False,Other,good,Low,,train,v1.0.0,4031565413
good_147_a63af115,data/raw/mvtec/bottle/bottle/train/good/147.png,المنتج وصل بحالة ممتازة شكرررراً,False,Other,good,Low,,train,v1.0.0,2548978337
good_148_53aa074a,data/raw/mvtec/bottle/bottle/train/good/148.png,الزجاجه سليمة وجودتها جيددددة,False,Other,good,Low,,train,v1.0.0,2340274240
good_149_ab0ca955,data/raw/mvtec/bottle/bottle/train/good/149.png,"Product arriiiived in excellent condition, thank you",False,Other,good,Low,,train,v1.0.0,691108566
good_150_4fcef86c,data/raw/mvtec/bottle/bottle/train/good/150.png,"Product arrived in excellent condition, thank you",False,Other,good,Low,,train,v1.0.0,308339091
good_151_67c83d16,data/raw/mvtec/bottle/bottle/train/good/151.png,Everything is fine no issues,False,Other,good,Low,,train,v1.0.0,2168141630
good_152_c0b3fbdf,data/raw/mvtec/bottle/bottle/train/good/152.png,Bottle is intactttt and quality is good,False,Other,good,Low,,train,v1.0.0,3093574058
good_153_96584342,data/raw/mvtec/bottle/bottle/train/good/153.png,كل شيء تمام لا يوجد مشاكل,False,Other,good,Low,,train,v1.0.0,597041999
good_154_b07922eb,data/raw/mvtec/bottle/bottle/train/good/154.png,Product matches description and is in perfect condition 👍💯,False,Other,good,Low,,train,v1.0.0,2158613885
good_155_43770202,data/raw/mvtec/bottle/bottle/train/good/155.png,الزجاجة سلىمة وجودتها جيده,False,Other,good,Low,,train,v1.0.0,3640999232
good_156_00d38966,data/raw/mvtec/bottle/bottle/train/good/156.png,المنتج وصل بحالة ممتازه، شكراً,False,Other,good,Low,,train,v1.0.0,1554113993
good_157_f39bf4db,data/raw/mvtec/bottle/bottle/train/good/157.png,كل شىءءءء تمام لا يوجد مشاكل 💯,False,Other,good,Low,,train,v1.0.0,1105107743
good_158_452acaca,data/raw/mvtec/bottle/bottle/train/good/158.png,Bottle is intact and qualty is good,False,Other,good,Low,,train,v1.0.0,3974358759
good_159_c4831b8e,data/raw/mvtec/bottle/bottle/train/good/159.png,prduct matches description and is in perfect condition,False,Other,good,Low,,train,v1.0.0,3133828766
good_160_cc85e203,data/raw/mvtec/bottle/bottle/train/good/160.png,"Product arrived in excellent condition, thank you",False,Other,good,Low,,train,v1.0.0,4155818843
good_161_d7e7a2b9,data/raw/mvtec/bottle/bottle/train/good/161.png,المنتج وصل بحالة ممتازة، شكراً,False,Other,good,Low,,train,v1.0.0,637296354
good_162_592dfc03,data/raw/mvtec/bottle/bottle/train/good/162.png,المنتج وصللل بحالة ممتازة، شكراً,False,Other,good,Low,,train,v1.0.0,2145370038
good_163_8077e663,data/raw/mvtec/bottle/bottle/train/good/163.png,Bottle is intact and quality is good ✨,False,Other,good,Low,,train,v1.0.0,2973738413
good_164_cd8bbb0f,data/raw/mvtec/bottle/bottle/train/good/164.png,الزجاجة سليمة وجوددددتها جيدة,False,Other,good,Low,,train,v1.0.0,1271108828
good_165_418400c0,data/raw/mvtec/bottle/bottle/train/good/165.png,Bottle is iintact and quality is good,False,Other,good,Low,,train,v1.0.0,3166465151
good_166_74d01f46,data/raw/mvtec/bottle/bottle/train/good/166.png,المنتج وصل بحاله ممتاازة، شكراً 👌,False,Other,good,Low,,train,v1.0.0,647199794
good_167_560b1e8c,data/raw/mvtec/bottle/bottle/train/good/167.png,"Everything is fine, no issues",False,Other,good,Low,,train,v1.0.0,1839217694
good_168_1b0f9b62,data/raw/mvtec/bottle/bottle/train/good/168.png,كل شيء تمام، لا ىوجد مشاكل,False,Other,good,Low,,train,v1.0.0,4025802042
good_169_b53b08a8,data/raw/mvtec/bottle/bottle/train/good/169.png,الزجاجة سليمه وجودتها جيدة,False,Other,good,Low,,train,v1.0.0,1279805975
good_170_cb1ce857,data/raw/mvtec/bottle/bottle/train/good/170.png,Product matches descriptioooon aaaand is in perfect condition,False,Other,good,Low,,train,v1.0.0,706551727
