sample_id,image_path,split_source,defect_type,is_defective,mask_path
good_034_4de88670,data/raw/mvtec/bottle/bottle/train/good/034.png,train,good,False,
good_035_ab30397c,data/raw/mvtec/bottle/bottle/train/good/035.png,train,good,False,
good_036_2b7960f2,data/raw/mvtec/bottle/bottle/train/good/036.png,train,good,False,
good_037_5d2b869d,data/raw/mvtec/bottle/bottle/train/good/037.png,train,good,False,
good_038_0119ca79,data/raw/mvtec/bottle/bottle/train/good/038.png,train,good,False,
good_039_551b43c4,data/raw/mvtec/bottle/bottle/train/good/039.png,train,good,False,
good_040_2ced7801,data/raw/mvtec/bottle/bottle/train/good/040.png,train,good,False,
good_041_3a23d7f6,data/raw/mvtec/bottle/bottle/train/good/041.png,train,good,False,
good_042_af965152,data/raw/mvtec/bottle/bottle/train/good/042.png,train,good,False,
good_043_39a52fe7,data/raw/mvtec/bottle/bottle/train/good/043.png,train,good,False,
good_044_3209073e,data/raw/mvtec/bottle/bottle/train/good/044.png,train,good,False,
good_045_0f2de76d,data/raw/mvtec/bottle/bottle/train/good/045.png,train,good,False,
good_046_4ba02a76,data/raw/mvtec/bottle/bottle/train/good/046.png,train,good,False,
good_047_95b3aa63,data/raw/mvtec/bottle/bottle/train/good/047.png,train,good,False,
good_048_04e2232c,data/raw/mvtec/bottle/bottle/train/good/048.png,train,good,False,
good_049_94a04134,data/raw/mvtec/bottle/bottle/train/good/049.png,train,good,False,
good_050_59e76ada,data/raw/mvtec/bottle/bottle/train/good/050.png,train,good,False,
good_051_6e361a9d,data/raw/mvtec/bottle/bottle/train/good/051.png,train,good,False,
good_052_73baceae,data/raw/mvtec/bottle/bottle/train/good/052.png,train,good,False,
good_053_e661ac80,data/raw/mvtec/bottle/bottle/train/good/053.png,train,good,False,
good_054_9ef0941f,data/raw/mvtec/bottle/bottle/train/good/054.png,train,good,False,
good_055_3c204ff2,data/raw/mvtec/bottle/bottle/train/good/055.png,train,good,False,
good_056_83eab184,data/raw/mvtec/bottle/bottle/train/good/056.png,train,good,False,
good_057_d94a03bd,data/raw/mvtec/bottle/bottle/train/good/057.png,train,good,False,
good_058_51221628,data/raw/mvtec/bottle/bottle/train/good/058.png,train,good,False,
good_059_4ba9a0a1,data/raw/mvtec/bottle/bottle/train/good/059.png,train,good,False,
good_060_a16143b4,data/raw/mvtec/bottle/bottle/train/good/060.png,train,good,False,
good_061_5f818e4e,data/raw/mvtec/bottle/bottle/train/good/061.png,train,good,False,
good_062_4cb7b372,data/raw/mvtec/bottle/bottle/train/good/062.png,train,good,False,
good_063_5a06d2ab,data/raw/mvtec/bottle/bottle/train/good/063.png,train,good,False,
good_064_4aaa449c,data/raw/mvtec/bottle/bottle/train/good/064.png,train,good,False,
good_065_ada9cb83,data/raw/mvtec/bottle/bottle/train/good/065.png,train,good,False,
good_066_05ca16ee,data/raw/mvtec/bottle/bottle/train/good/066.png,train,good,False,
good_067_5925256d,data/raw/mvtec/bottle/bottle/train/good/067.png,train,good,False,
good_068_c6c620ef,data/raw/mvtec/bottle/bottle/train/good/068.png,train,good,False,
good_069_b0937cfa,data/raw/mvtec/bottle/bottle/train/good/069.png,train,good,False,
good_070_0e04f435,data/raw/mvtec/bottle/bottle/train/good/070.png,train,good,False,
good_071_2104648d,data/raw/mvtec/bottle/bottle/train/good/071.png,train,good,False,
good_072_41c29be7,data/raw/mvtec/bottle/bottle/train/good/072.png,train,good,False,
good_073_e7b9b531,data/raw/mvtec/bottle/bottle/train/good/073.png,train,good,False,
good_074_37068ef5,data/raw/mvtec/bottle/bottle/train/good/074.png,train,good,False,
good_075_de26f92f,data/raw/mvtec/bottle/bottle/train/good/075.png,train,good,False,
good_076_961659ba,data/raw/mvtec/bottle/bottle/train/good/076.png,train,good,False,
good_077_dc53a054,data/raw/mvtec/bottle/bottle/train/good/077.png,train,good,False,
good_078_a2d24f0c,data/raw/mvtec/bottle/bottle/train/good/078.png,train,good,False,
good_079_c2650653,data/raw/mvtec/bottle/bottle/train/good/079.png,train,good,False,
good_080_0f87a4fa,data/raw/mvtec/bottle/bottle/train/good/080.png,train,good,False,
good_081_b1bfaa25,data/raw/mvtec/bottle/bottle/train/good/081.png,train,good,False,
good_082_701dbd81,data/raw/mvtec/bottle/bottle/train/good/082.png,train,good,False,
good_083_8f47b256,data/raw/mvtec/bottle/bottle/train/good/083.png,train,good,False,
good_084_2887d1fc,data/raw/mvtec/bottle/bottle/train/good/084.png,train,good,False,
good_085_280a9dca,data/raw/mvtec/bottle/bottle/train/good/085.png,train,good,False,
good_086_23b09960,data/raw/mvtec/bottle/bottle/train/good/086.png,train,good,False,
good_087_4450500a,data/raw/mvtec/bottle/bottle/train/good/087.png,train,good,False,
good_088_b4444993,data/raw/mvtec/bottle/bottle/train/good/088.png,train,good,False,
good_089_a08c95b5,data/raw/mvtec/bottle/bottle/train/good/089.png,train,good,False,
good_090_8548fb5e,data/raw/mvtec/bottle/bottle/train/good/090.png,train,good,False,
good_091_c363c846,data/raw/mvtec/bottle/bottle/train/good/091.png,train,good,False,
good_092_c4262219,data/raw/mvtec/bottle/bottle/train/good/092.png,train,good,False,
good_093_2da22e4c,data/raw/mvtec/bottle/bottle/train/good/093.png,train,good,False,
good_094_1b0c158d,data/raw/mvtec/bottle/bottle/train/good/094.png,train,good,False,
good_095_21121c5a,data/raw/mvtec/bottle/bottle/train/good/095.png,train,good,False,
good_096_327123db,data/raw/mvtec/bottle/bottle/train/good/096.png,train,good,False,
good_097_b7bc136f,data/raw/mvtec/bottle/bottle/train/good/097.png,train,good,False,
good_098_c068d804,data/raw/mvtec/bottle/bottle/train/good/098.png,train,good,False,
good_099_bf346981,data/raw/mvtec/bottle/bottle/train/good/099.png,train,good,False,
good_100_1a3efe1d,data/raw/mvtec/bottle/bottle/train/good/100.png,train,good,False,
good_101_a9ef20a1,data/raw/mvtec/bottle/bottle/train/good/101.png,train,good,False,
good_102_b420e5ac,data/raw/mvtec/bottle/bottle/train/good/102.png,train,good,False,
good_103_75a0197f,data/raw/mvtec/bottle/bottle/train/good/103.png,train,good,False,
good_104_3d949922,data/raw/mvtec/bottle/bottle/train/good/104.png,train,good,False,
good_105_e27958b9,data/raw/mvtec/bottle/bottle/train/good/105.png,train,good,False,
good_106_1d923b54,data/raw/mvtec/bottle/bottle/train/good/106.png,train,good,False,
good_107_5f018203,data/raw/mvtec/bottle/bottle/train/good/107.png,train,good,False,
good_108_d3d6aede,data/raw/mvtec/bottle/bottle/train/good/108.png,train,good,False,
good_109_482f3ba5,data/raw/mvtec/bottle/bottle/train/good/109.png,train,good,False,
good_110_081fe46c,data/raw/mvtec/bottle/bottle/train/good/110.png,train,good,False,
good_111_484aa567,data/raw/mvtec/bottle/bottle/train/good/111.png,train,good,False,
good_112_365b241c,data/raw/mvtec/bottle/bottle/train/good/112.png,train,good,False,
good_113_033ce3ff,data/raw/mvtec/bottle/bottle/train/good/113.png,train,good,False,
good_114_d226f6ca,data/raw/mvtec/bottle/bottle/train/good/114.png,train,good,False,
good_115_6a0d9cac,data/raw/mvtec/bottle/bottle/train/good/115.png,train,good,False,
good_116_8163adb7,data/raw/mvtec/bottle/bottle/train/good/116.png,train,good,False,
good_117_b45a9ad2,data/raw/mvtec/bottle/bottle/train/good/117.png,train,good,False,
good_118_22bea076,data/raw/mvtec/bottle/bottle/train/good/118.png,train,good,False,
good_119_127e408a,data/raw/mvtec/bottle/bottle/train/good/119.png,train,good,False,
good_120_1af40dde,data/raw/mvtec/bottle/bottle/train/good/120.png,train,good,False,
good_121_4126e4a9,data/raw/mvtec/bottle/bottle/train/good/121.png,train,good,False,
good_122_b0ce466d,data/raw/mvtec/bottle/bottle/train/good/122.png,train,good,False,
good_123_8f7b2701,data/raw/mvtec/bottle/bottle/train/good/123.png,train,good,False,
good_124_28c9623b,data/raw/mvtec/bottle/bottle/train/good/124.png,train,good,False,
good_125_c1662c0c,data/raw/mvtec/bottle/bottle/train/good/125.png,train,good,False,
good_126_b9413f40,data/raw/mvtec/bottle/bottle/train/good/126.png,train,good,False,
good_127_b5556584,data/raw/mvtec/bottle/bottle/train/good/127.png,train,good,False,
good_128_31227c12,data/raw/mvtec/bottle/bottle/train/good/128.png,train,good,False,
good_129_0462fa02,data/raw/mvtec/bottle/bottle/train/good/129.png,train,good,False,
good_130_80ce8178,data/raw/mvtec/bottle/bottle/train/good/130.png,train,good,False,
good_131_f0637929,data/raw/mvtec/bottle/bottle/train/good/131.png,train,good,False,
good_132_5e4a7ae6,data/raw/mvtec/bottle/bottle/train/good/132.png,train,good,False,
good_133_46589e54,data/raw/mvtec/bottle/bottle/train/good/133.png,train,good,False,
good_134_e58e56dd,data/raw/mvtec/bottle/bottle/train/good/134.png,train,good,False,
good_135_490e6405,data/raw/mvtec/bottle/bottle/train/good/135.png,train,good,False,
good_136_fd6a757c,data/raw/mvtec/bottle/bottle/train/good/136.png,train,good,False,
good_137_bd03d13f,data/raw/mvtec/bottle/bottle/train/good/137.png,train,good,False,
good_138_ef4578e6,data/raw/mvtec/bottle/bottle/train/good/138.png,train,good,False,
good_139_64e271bc,data/raw/mvtec/bottle/bottle/train/good/139.png,train,good,False,
good_140_5667efd7,data/raw/mvtec/bottle/bottle/train/good/140.png,train,good,False,
good_141_70c77522,data/raw/mvtec/bottle/bottle/train/good/141.png,train,good,False,
good_142_5d97b721,data/raw/mvtec/bottle/bottle/train/good/142.png,train,good,False,
good_143_bf641bf8,data/raw/mvtec/bottle/bottle/train/good/143.png,train,good,False,
good_144_666d78f9,data/raw/mvtec/bottle/bottle/train/good/144.png,train,good,False,
good_145_ca3ce05e,data/raw/mvtec/bottle/bottle/train/good/145.png,train,good,False,
good_146_21166538,data/raw/mvtec/bottle/bottle/train/good/146.png,train,good,False,
good_147_a63af115,data/raw/mvtec/bottle/bottle/train/good/147.png,train,good,False,
good_148_53aa074a,data/raw/mvtec/bottle/bottle/train/good/148.png,train,good,False,
good_149_ab0ca955,data/raw/mvtec/bottle/bottle/train/good/149.png,train,good,False,
good_150_4fcef86c,data/raw/mvtec/bottle/bottle/train/good/150.png,train,good,False,
good_151_67c83d16,data/raw/mvtec/bottle/bottle/train/good/151.png,train,good,False,
good_152_c0b3fbdf,data/raw/mvtec/bottle/bottle/train/good/152.png,train,good,False,
good_153_96584342,data/raw/mvtec/bottle/bottle/train/good/153.png,train,good,False,
good_154_b07922eb,data/raw/mvtec/bottle/bottle/train/good/154.png,train,good,False,
good_155_43770202,data/raw/mvtec/bottle/bottle/train/good/155.png,train,good,False,
good_156_00d38966,data/raw/mvtec/bottle/bottle/train/good/156.png,train,good,False,
good_157_f39bf4db,data/raw/mvtec/bottle/bottle/train/good/157.png,train,good,False,
good_158_452acaca,data/raw/mvtec/bottle/bottle/train/good/158.png,train,good,False,
good_159_c4831b8e,data/raw/mvtec/bottle/bottle/train/good/159.png,train,good,False,
good_160_cc85e203,data/raw/mvtec/bottle/bottle/train/good/160.png,train,good,False,
good_161_d7e7a2b9,data/raw/mvtec/bottle/bottle/train/good/161.png,train,good,False,
good_162_592dfc03,data/raw/mvtec/bottle/bottle/train/good/162.png,train,good,False,
good_163_8077e663,data/raw/mvtec/bottle/bottle/train/good/163.png,train,good,False,
good_164_cd8bbb0f,data/raw/mvtec/bottle/bottle/train/good/164.png,train,good,False,
good_165_418400c0,data/raw/mvtec/bottle/bottle/train/good/165.png,train,good,False,
good_166_74d01f46,data/raw/mvtec/bottle/bottle/train/good/166.png,train,good,False,
good_167_560b1e8c,data/raw/mvtec/bottle/bottle/train/good/167.png,train,good,False,
good_168_1b0f9b62,data/raw/mvtec/bottle/bottle/train/good/168.png,train,good,False,
good_169_b53b08a8,data/raw/mvtec/bottle/bottle/train/good/169.png,train,good,False,
good_170_cb1ce857,data/raw/mvtec/bottle/bottle/train/good/170.png,train,good,False,
good_171_d8240b60,data/raw/mvtec/bottle/bottle/train/good/171.png,train,good,False,
good_172_5109918c,data/raw/mvtec/bottle/bottle/train/good/172.png,train,good,False,
good_173_cdc43669,data/raw/mvtec/bottle/bottle/train/good/173.png,train,good,False,
good_174_cf468a4c,data/raw/mvtec/bottle/bottle/train/good/174.png,train,good,False,
good_175_59b97804,data/raw/mvtec/bottle/bottle/train/good/175.png,train,good,False,
good_176_9a58acd3,data/raw/mvtec/bottle/bottle/train/good/176.png,train,good,False,
good_177_8c9e6a92,data/raw/mvtec/bottle/bottle/train/good/177.png,train,good,False,
good_178_53f89b20,data/raw/mvtec/bottle/bottle/train/good/178.png,train,good,False,
good_179_aca910c8,data/raw/mvtec/bottle/bottle/train/good/179.png,train,good,False,
good_180_ae7eae9b,data/raw/mvtec/bottle/bottle/train/good/180.png,train,good,False,
good_181_61cc9e6f,data/raw/mvtec/bottle/bottle/train/good/181.png,train,good,False,
good_182_ed20ba81,data/raw/mvtec/bottle/bottle/train/good/182.png,train,good,False,
good_183_1a2d9bae,data/raw/mvtec/bottle/bottle/train/good/183.png,train,good,False,
good_184_34155735,data/raw/mvtec/bottle/bottle/train/good/184.png,train,good,False,
good_185_db48ae70,data/raw/mvtec/bottle/bottle/train/good/185.png,train,good,False,
good_186_ae031dd8,data/raw/mvtec/bottle/bottle/train/good/186.png,train,good,False,
good_187_f87b5b8f,data/raw/mvtec/bottle/bottle/train/good/187.png,train,good,False,
good_188_9b9c42d4,data/raw/mvtec/bottle/bottle/train/good/188.png,train,good,False,
good_189_064e9c1b,data/raw/mvtec/bottle/bottle/train/good/189.png,train,good,False,
good_190_da1dcb84,data/raw/mvtec/bottle/bottle/train/good/190.png,train,good,False,
good_191_efdac17c,data/raw/mvtec/bottle/bottle/train/good/191.png,train,good,False,
good_192_384fad5b,data/raw/mvtec/bottle/bottle/train/good/192.png,train,good,False,
good_193_2d6ddb69,data/raw/mvtec/bottle/bottle/train/good/193.png,train,good,False,
good_194_98fe8ca3,data/raw/mvtec/bottle/bottle/train/good/194.png,train,good,False,
good_195_cbe9abfe,data/raw/mvtec/bottle/bottle/train/good/195.png,train,good,False,
good_196_4c865947,data/raw/mvtec/bottle/bottle/train/good/196.png,train,good,False,
good_197_389173ac,data/raw/mvtec/bottle/bottle/train/good/197.png,train,good,False,
good_198_dba73f46,data/raw/mvtec/bottle/bottle/train/good/198.png,train,good,False,
good_199_f8fe4398,data/raw/mvtec/bottle/bottle/train/good/199.png,train,good,False,
good_200_5c79d47e,data/raw/mvtec/bottle/bottle/train/good/200.png,train,good,False,
good_201_7d31a370,data/raw/mvtec/bottle/bottle/train/good/201.png,train,good,False,
good_202_3fcad1dc,data/raw/mvtec/bottle/bottle/train/good/202.png,train,good,False,
good_203_35d18de9,data/raw/mvtec/bottle/bottle/train/good/203.png,train,good,False,
good_204_8c8912dc,data/raw/mvtec/bottle/bottle/train/good/204.png,train,good,False,
good_205_905a3591,data/raw/mvtec/bottle/bottle/train/good/205.png,train,good,False,
good_206_acb86ab7,data/raw/mvtec/bottle/bottle/train/good/206.png,train,good,False,
good_207_3fabb0ab,data/raw/mvtec/bottle/bottle/train/good/207.png,train,good,False,
good_208_6b3230f9,data/raw/mvtec/bottle/bottle/train/good/208.png,train,good,False,
broken_large_000_ae9f897c,data/raw/mvtec/bottle/bottle/test/broken_large/000.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/000_mask.png
broken_large_001_28078fec,data/raw/mvtec/bottle/bottle/test/broken_large/001.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/001_mask.png
broken_large_002_55f78306,data/raw/mvtec/bottle/bottle/test/broken_large/002.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/002_mask.png
broken_large_003_5de571d9,data/raw/mvtec/bottle/bottle/test/broken_large/003.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/003_mask.png
broken_large_004_db97f29b,data/raw/mvtec/bottle/bottle/test/broken_large/004.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/004_mask.png
broken_large_005_3e26d42e,data/raw/mvtec/bottle/bottle/test/broken_large/005.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/005_mask.png
broken_large_006_c5e4d126,data/raw/mvtec/bottle/bottle/test/broken_large/006.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/006_mask.png
broken_large_007_f729df99,data/raw/mvtec/bottle/bottle/test/broken_large/007.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/007_mask.png
broken_large_008_72ae29bf,data/raw/mvtec/bottle/bottle/test/broken_large/008.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/008_mask.png
broken_large_009_a0b85be0,data/raw/mvtec/bottle/bottle/test/broken_large/009.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/009_mask.png
broken_large_010_4ef68f95,data/raw/mvtec/bottle/bottle/test/broken_large/010.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/010_mask.png
broken_large_011_6bf57ec8,data/raw/mvtec/bottle/bottle/test/broken_large/011.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/011_mask.png
broken_large_012_6e18f6fd,data/raw/mvtec/bottle/bottle/test/broken_large/012.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/012_mask.png
broken_large_013_7e555f18,data/raw/mvtec/bottle/bottle/test/broken_large/013.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/013_mask.png
broken_large_014_02ddc556,data/raw/mvtec/bottle/bottle/test/broken_large/014.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/014_mask.png
broken_large_015_023d7e82,data/raw/mvtec/bottle/bottle/test/broken_large/015.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/015_mask.png
broken_large_016_d19da9bf,data/raw/mvtec/bottle/bottle/test/broken_large/016.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/016_mask.png
broken_large_017_8e82f350,data/raw/mvtec/bottle/bottle/test/broken_large/017.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/017_mask.png
broken_large_018_80a052a4,data/raw/mvtec/bottle/bottle/test/broken_large/018.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/018_mask.png
broken_large_019_4de72e1e,data/raw/mvtec/bottle/bottle/test/broken_large/019.png,test,broken_large,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_large/019_mask.png
broken_small_000_669dd9c0,data/raw/mvtec/bottle/bottle/test/broken_small/000.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/000_mask.png
broken_small_001_061452df,data/raw/mvtec/bottle/bottle/test/broken_small/001.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/001_mask.png
broken_small_002_170d9f5f,data/raw/mvtec/bottle/bottle/test/broken_small/002.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/002_mask.png
broken_small_003_02b15306,data/raw/mvtec/bottle/bottle/test/broken_small/003.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/003_mask.png
broken_small_004_e1803ea3,data/raw/mvtec/bottle/bottle/test/broken_small/004.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/004_mask.png
broken_small_005_d445aafd,data/raw/mvtec/bottle/bottle/test/broken_small/005.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/005_mask.png
broken_small_006_fa669613,data/raw/mvtec/bottle/bottle/test/broken_small/006.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/006_mask.png
broken_small_007_9385e088,data/raw/mvtec/bottle/bottle/test/broken_small/007.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/007_mask.png
broken_small_008_ef734861,data/raw/mvtec/bottle/bottle/test/broken_small/008.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/008_mask.png
broken_small_009_dbd2f70e,data/raw/mvtec/bottle/bottle/test/broken_small/009.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/009_mask.png
broken_small_010_36a8d128,data/raw/mvtec/bottle/bottle/test/broken_small/010.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/010_mask.png
broken_small_011_7f16a045,data/raw/mvtec/bottle/bottle/test/broken_small/011.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/011_mask.png
broken_small_012_8f0b40cf,data/raw/mvtec/bottle/bottle/test/broken_small/012.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/012_mask.png
broken_small_013_ab1db5de,data/raw/mvtec/bottle/bottle/test/broken_small/013.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/013_mask.png
broken_small_014_3c73ea6b,data/raw/mvtec/bottle/bottle/test/broken_small/014.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/014_mask.png
broken_small_015_6e99a70a,data/raw/mvtec/bottle/bottle/test/broken_small/015.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/015_mask.png
broken_small_016_28f5b7ae,data/raw/mvtec/bottle/bottle/test/broken_small/016.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/016_mask.png
broken_small_017_961e83ff,data/raw/mvtec/bottle/bottle/test/broken_small/017.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/017_mask.png
broken_small_018_f528d2c5,data/raw/mvtec/bottle/bottle/test/broken_small/018.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/018_mask.png
broken_small_019_3a54e074,data/raw/mvtec/bottle/bottle/test/broken_small/019.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/019_mask.png
broken_small_020_cf4c86e4,data/raw/mvtec/bottle/bottle/test/broken_small/020.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/020_mask.png
broken_small_021_16afd1b3,data/raw/mvtec/bottle/bottle/test/broken_small/021.png,test,broken_small,True,data/raw/mvtec/bottle/bottle/ground_truth/broken_small/021_mask.png
contamination_000_0bc028ae,data/raw/mvtec/bottle/bottle/test/contamination/000.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/000_mask.png
contamination_001_1728ee14,data/raw/mvtec/bottle/bottle/test/contamination/001.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/001_mask.png
contamination_002_4baa622b,data/raw/mvtec/bottle/bottle/test/contamination/002.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/002_mask.png
contamination_003_a0130f2f,data/raw/mvtec/bottle/bottle/test/contamination/003.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/003_mask.png
contamination_004_bbc99b21,data/raw/mvtec/bottle/bottle/test/contamination/004.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/004_mask.png
contamination_005_ea40825a,data/raw/mvtec/bottle/bottle/test/contamination/005.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/005_mask.png
contamination_006_8443e92e,data/raw/mvtec/bottle/bottle/test/contamination/006.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/006_mask.png
contamination_007_996e91c8,data/raw/mvtec/bottle/bottle/test/contamination/007.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/007_mask.png
contamination_008_96512530,data/raw/mvtec/bottle/bottle/test/contamination/008.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/008_mask.png
contamination_009_51464f5c,data/raw/mvtec/bottle/bottle/test/contamination/009.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/009_mask.png
contamination_010_d7a37a9a,data/raw/mvtec/bottle/bottle/test/contamination/010.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/010_mask.png
contamination_011_56a9589a,data/raw/mvtec/bottle/bottle/test/contamination/011.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/011_mask.png
contamination_012_0ce8a2fa,data/raw/mvtec/bottle/bottle/test/contamination/012.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/012_mask.png
contamination_013_9c5058b1,data/raw/mvtec/bottle/bottle/test/contamination/013.png,test,contamination,True,data/raw/mvtec/bottle/bottle/ground_truth/contamination/013_mask.png
